ProjectID,Test_Case,Category,Start_Time,Completion_Time,Duration,ResultCode,Result_File,Comments
20170614_TJEWTNFU,GOLDEN20_Import_PA Table,Import,2017-06-14 15:50:06,2017-06-14 15:50:06,0:00:00,Failed,,
20170614_TJEWTNFU,GOLDEN20_Import_PR Table,Import,2017-06-14 15:50:06,2017-06-14 15:50:06,0:00:00,Failed,,
20170614_TJEWTNFU,GOLDEN20_Import_SI Table,Import,2017-06-14 15:50:06,2017-06-14 15:50:06,0:00:00,Failed,,
20170614_TJEWTNFU,GOLDEN20_Import_ST Table,Import,2017-06-14 15:50:06,2017-06-14 15:50:06,0:00:00,Failed,,
20170614_TJEWTNFU,GOLDEN20_Import_SV Table,Import,2017-06-14 15:50:06,2017-06-14 15:50:06,0:00:00,Failed,,
20170614_TJEWTNFU,GOLDEN20_Import_UM Table,Import,2017-06-14 15:50:06,2017-06-14 15:50:06,0:00:00,Failed,,
20170614_TJEWTNFU,GOLDEN20_Import_VC Table,Import,2017-06-14 15:50:06,2017-06-14 15:50:06,0:00:00,Failed,,
20170614_TJEWTNFU,GOLDEN_Mapping_A Table,Mapping,2017-06-14 15:50:06,2017-06-14 15:50:07,0:00:01,Failed,MAPPING_A_RESULT.txt,
20170614_TJEWTNFU,GOLDEN20_Mashup_BDNA_USR1 Table,Import_Mashup,2017-06-14 15:50:07,2017-06-14 15:50:08,0:00:01,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_BDNA_USR2 Table,Import_Mashup,2017-06-14 15:50:08,2017-06-14 15:50:08,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_BDNA_HW1 Table,Import_Mashup,2017-06-14 15:50:08,2017-06-14 15:50:08,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_BDNA_HW2 Table,Import_Mashup,2017-06-14 15:50:08,2017-06-14 15:50:08,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_BDNA_SW1 Table,Import_Mashup,2017-06-14 15:50:08,2017-06-14 15:50:08,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_BDNA_SW2 Table,Import_Mashup,2017-06-14 15:50:08,2017-06-14 15:50:09,0:00:01,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_BDNA_Machine1 Table,Import_Mashup,2017-06-14 15:50:09,2017-06-14 15:50:09,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_BDNA_Machine2 Table,Import_Mashup,2017-06-14 15:50:09,2017-06-14 15:50:09,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_BDNA_CPU1 Table,Import_Mashup,2017-06-14 15:50:09,2017-06-14 15:50:09,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_BDNA_CPU2 Table,Import_Mashup,2017-06-14 15:50:09,2017-06-14 15:50:09,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_BDNA_MFR1 Table,Import_Mashup,2017-06-14 15:50:09,2017-06-14 15:50:09,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_BDNA_MFR2 Table,Import_Mashup,2017-06-14 15:50:09,2017-06-14 15:50:09,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_BDNA_OS1 Table,Import_Mashup,2017-06-14 15:50:10,2017-06-14 15:50:10,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_BDNA_OS2 Table,Import_Mashup,2017-06-14 15:50:10,2017-06-14 15:50:10,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_USR1 Table,Publish_Mashup,2017-06-14 15:50:10,2017-06-14 15:50:10,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_USR2 Table,Publish_Mashup,2017-06-14 15:50:10,2017-06-14 15:50:10,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_HW1 Table,Publish_Mashup,2017-06-14 15:50:10,2017-06-14 15:50:10,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_HW2 Table,Publish_Mashup,2017-06-14 15:50:10,2017-06-14 15:50:10,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_SW1 Table,Publish_Mashup,2017-06-14 15:50:10,2017-06-14 15:50:10,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_SW2 Table,Publish_Mashup,2017-06-14 15:50:10,2017-06-14 15:50:10,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_MACHINE1 Table,Publish_Mashup,2017-06-14 15:50:10,2017-06-14 15:50:10,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_MACHINE2 Table,Publish_Mashup,2017-06-14 15:50:10,2017-06-14 15:50:10,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_CPU1 Table,Publish_Mashup,2017-06-14 15:50:11,2017-06-14 15:50:11,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_CPU2 Table,Publish_Mashup,2017-06-14 15:50:11,2017-06-14 15:50:11,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_MFR1 Table,Publish_Mashup,2017-06-14 15:50:11,2017-06-14 15:50:11,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_MFR2 Table,Publish_Mashup,2017-06-14 15:50:11,2017-06-14 15:50:11,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_OS1 Table,Publish_Mashup,2017-06-14 15:50:11,2017-06-14 15:50:11,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_OS2 Table,Publish_Mashup,2017-06-14 15:50:11,2017-06-14 15:50:11,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_DISC_OTHER Table,Publish_Mashup,2017-06-14 15:50:11,2017-06-14 15:50:11,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_USR Table,Publish_Mashup,2017-06-14 15:50:11,2017-06-14 15:50:12,0:00:01,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_HW Table,Publish_Mashup,2017-06-14 15:50:12,2017-06-14 15:50:12,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_SW Table,Publish_Mashup,2017-06-14 15:50:12,2017-06-14 15:50:12,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_MACHINE Table,Publish_Mashup,2017-06-14 15:50:12,2017-06-14 15:50:12,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_CPU Table,Publish_Mashup,2017-06-14 15:50:12,2017-06-14 15:50:12,0:00:00,Passed,,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_MFR Table,Publish_Mashup,2017-06-14 15:50:12,2017-06-14 15:50:12,0:00:00,Failed,MASHUP_PUBLISH_MUPT_MFR_RESULT.txt,
20170614_TJEWTNFU,GOLDEN20_Mashup_Publish_OS Table,Publish_Mashup,2017-06-14 15:50:12,2017-06-14 15:50:12,0:00:00,Passed,,
