Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:07:38,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:07:38,BDNA_TMP,TEMPORARY,13.39,13.38,2.83,99.95
2016-02-18 01:07:38,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:08:04,BDNA,PERMANENT,97.06,94.72,2.35,97.58
2016-02-18 01:08:04,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:08:04,SYSAUX,PERMANENT,5.47,4.06,1.41,74.17
2016-02-18 01:08:04,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:08:04,UNDOTBS1,UNDO,13.1,1.44,11.66,11.02
2016-02-18 01:08:04,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:09:04,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:09:04,BDNA_TMP,TEMPORARY,13.39,13.38,2.83,99.95
2016-02-18 01:09:04,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:09:27,BDNA,PERMANENT,97.06,95.9,1.16,98.8
2016-02-18 01:09:27,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:09:27,SYSAUX,PERMANENT,5.47,4.06,1.41,74.17
2016-02-18 01:09:27,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:09:27,UNDOTBS1,UNDO,13.1,1.44,11.66,11.02
2016-02-18 01:09:27,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:10:27,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:10:27,BDNA_TMP,TEMPORARY,13.39,13.38,2.83,99.95
2016-02-18 01:10:27,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:10:52,BDNA,PERMANENT,101.75,96.89,4.86,95.23
2016-02-18 01:10:52,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:10:52,SYSAUX,PERMANENT,5.47,4.06,1.41,74.17
2016-02-18 01:10:52,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:10:52,UNDOTBS1,UNDO,13.1,1.44,11.66,11.02
2016-02-18 01:10:52,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:11:52,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:11:52,BDNA_TMP,TEMPORARY,13.39,13.38,2.83,99.95
2016-02-18 01:11:52,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:12:15,BDNA,PERMANENT,101.75,98.09,3.66,96.41
2016-02-18 01:12:15,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:12:15,SYSAUX,PERMANENT,5.47,4.06,1.41,74.17
2016-02-18 01:12:15,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:12:15,UNDOTBS1,UNDO,13.1,1.44,11.66,11.02
2016-02-18 01:12:15,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:13:15,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:13:15,BDNA_TMP,TEMPORARY,13.39,13.38,2.83,99.95
2016-02-18 01:13:15,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:13:39,BDNA,PERMANENT,101.75,99.28,2.47,97.57
2016-02-18 01:13:39,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:13:39,SYSAUX,PERMANENT,5.47,4.06,1.41,74.17
2016-02-18 01:13:39,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:13:39,UNDOTBS1,UNDO,13.1,1.44,11.66,11.02
2016-02-18 01:13:39,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:14:39,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:14:39,BDNA_TMP,TEMPORARY,13.39,13.38,2.83,99.95
2016-02-18 01:14:39,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:15:05,BDNA,PERMANENT,101.75,100.47,1.28,98.74
2016-02-18 01:15:05,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:15:05,SYSAUX,PERMANENT,5.47,4.06,1.41,74.17
2016-02-18 01:15:05,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:15:05,UNDOTBS1,UNDO,13.1,1.44,11.66,11.02
2016-02-18 01:15:05,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:16:05,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:16:05,BDNA_TMP,TEMPORARY,13.39,13.38,12.88,99.95
2016-02-18 01:16:05,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:16:20,BDNA,PERMANENT,101.75,88.45,13.3,86.93
2016-02-18 01:16:20,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:16:20,SYSAUX,PERMANENT,5.47,4.06,1.41,74.18
2016-02-18 01:16:20,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:16:20,UNDOTBS1,UNDO,13.1,1.44,11.66,11.02
2016-02-18 01:16:20,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:17:21,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:17:21,BDNA_TMP,TEMPORARY,13.39,13.38,13.38,99.95
2016-02-18 01:17:21,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:18:01,BDNA,PERMANENT,101.75,89.14,12.61,87.61
2016-02-18 01:18:01,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:18:01,SYSAUX,PERMANENT,5.47,4.06,1.41,74.18
2016-02-18 01:18:01,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:18:01,UNDOTBS1,UNDO,13.1,1.44,11.66,11.02
2016-02-18 01:18:01,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:19:01,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:19:01,BDNA_TMP,TEMPORARY,13.39,13.38,12.54,99.95
2016-02-18 01:19:01,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:19:53,BDNA,PERMANENT,101.75,89.99,11.76,88.44
2016-02-18 01:19:53,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:19:53,SYSAUX,PERMANENT,5.47,4.06,1.41,74.18
2016-02-18 01:19:53,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:19:53,UNDOTBS1,UNDO,13.1,1.44,11.66,11.02
2016-02-18 01:19:53,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:20:53,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:20:53,BDNA_TMP,TEMPORARY,13.39,13.38,13.38,99.95
2016-02-18 01:20:53,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:22:06,BDNA,PERMANENT,101.75,91.81,9.94,90.23
2016-02-18 01:22:06,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:22:06,SYSAUX,PERMANENT,5.47,4.06,1.41,74.18
2016-02-18 01:22:06,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:22:06,UNDOTBS1,UNDO,13.1,1.44,11.66,11.02
2016-02-18 01:22:06,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:23:06,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:23:06,BDNA_TMP,TEMPORARY,13.39,13.38,13.29,99.95
2016-02-18 01:23:06,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:23:22,BDNA,PERMANENT,101.75,91.91,9.84,90.33
2016-02-18 01:23:22,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:23:22,SYSAUX,PERMANENT,5.47,4.06,1.41,74.21
2016-02-18 01:23:22,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:23:22,UNDOTBS1,UNDO,13.1,1.44,11.66,10.98
2016-02-18 01:23:22,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:24:22,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:24:22,BDNA_TMP,TEMPORARY,13.39,13.38,12.05,99.95
2016-02-18 01:24:22,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:24:38,BDNA,PERMANENT,101.75,91.91,9.84,90.33
2016-02-18 01:24:38,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:24:38,SYSAUX,PERMANENT,5.47,4.06,1.41,74.21
2016-02-18 01:24:38,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:24:38,UNDOTBS1,UNDO,13.1,1.37,11.73,10.45
2016-02-18 01:24:38,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:25:38,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:25:38,BDNA_TMP,TEMPORARY,13.39,13.38,12.02,99.95
2016-02-18 01:25:38,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:25:55,BDNA,PERMANENT,101.75,91.91,9.84,90.33
2016-02-18 01:25:55,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:25:55,SYSAUX,PERMANENT,5.47,4.06,1.41,74.21
2016-02-18 01:25:55,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:25:55,UNDOTBS1,UNDO,13.1,1.45,11.64,11.1
2016-02-18 01:25:55,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:26:55,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:26:55,BDNA_TMP,TEMPORARY,13.39,13.38,11.99,99.95
2016-02-18 01:26:55,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:27:12,BDNA,PERMANENT,101.75,91.91,9.84,90.33
2016-02-18 01:27:12,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:27:12,SYSAUX,PERMANENT,5.47,4.06,1.41,74.21
2016-02-18 01:27:12,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:27:12,UNDOTBS1,UNDO,13.1,1.54,11.56,11.76
2016-02-18 01:27:12,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:28:12,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:28:12,BDNA_TMP,TEMPORARY,13.39,13.38,13.39,99.95
2016-02-18 01:28:12,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:28:50,BDNA,PERMANENT,101.75,89.66,12.09,88.12
2016-02-18 01:28:50,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:28:50,SYSAUX,PERMANENT,5.47,4.06,1.41,74.25
2016-02-18 01:28:50,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:28:50,UNDOTBS1,UNDO,13.1,1.57,11.53,12.01
2016-02-18 01:28:50,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:29:50,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:29:50,BDNA_TMP,TEMPORARY,13.39,13.38,13.39,99.95
2016-02-18 01:29:50,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:31:35,BDNA,PERMANENT,101.75,89.71,12.04,88.17
2016-02-18 01:31:36,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:31:36,SYSAUX,PERMANENT,5.47,4.06,1.41,74.28
2016-02-18 01:31:36,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:31:36,UNDOTBS1,UNDO,13.1,1.59,11.51,12.15
2016-02-18 01:31:36,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:32:36,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:32:36,BDNA_TMP,TEMPORARY,13.39,13.38,12.33,99.95
2016-02-18 01:32:36,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:32:57,BDNA,PERMANENT,101.75,89.68,12.07,88.14
2016-02-18 01:32:57,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:32:57,SYSAUX,PERMANENT,5.47,4.06,1.41,74.28
2016-02-18 01:32:57,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:32:57,UNDOTBS1,UNDO,13.1,1.59,11.51,12.15
2016-02-18 01:32:57,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:33:57,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:33:57,BDNA_TMP,TEMPORARY,13.39,13.38,11.24,99.95
2016-02-18 01:33:57,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:34:27,BDNA,PERMANENT,101.75,89.68,12.07,88.14
2016-02-18 01:34:27,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:34:27,SYSAUX,PERMANENT,5.47,4.06,1.41,74.28
2016-02-18 01:34:27,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:34:27,UNDOTBS1,UNDO,13.1,1.59,11.51,12.15
2016-02-18 01:34:27,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:35:27,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:35:27,BDNA_TMP,TEMPORARY,13.39,13.38,11.24,99.95
2016-02-18 01:35:27,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:35:45,BDNA,PERMANENT,101.75,89.88,11.87,88.33
2016-02-18 01:35:45,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:35:45,SYSAUX,PERMANENT,5.47,4.06,1.41,74.28
2016-02-18 01:35:45,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:35:45,UNDOTBS1,UNDO,13.1,1.59,11.51,12.15
2016-02-18 01:35:45,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:36:45,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:36:45,BDNA_TMP,TEMPORARY,13.39,13.38,11.24,99.95
2016-02-18 01:36:45,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:37:09,BDNA,PERMANENT,101.75,90.12,11.63,88.57
2016-02-18 01:37:09,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:37:09,SYSAUX,PERMANENT,5.47,4.06,1.41,74.28
2016-02-18 01:37:09,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:37:09,UNDOTBS1,UNDO,13.1,1.59,11.51,12.15
2016-02-18 01:37:09,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:38:09,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:38:09,BDNA_TMP,TEMPORARY,13.39,13.38,8.24,99.95
2016-02-18 01:38:09,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:38:39,BDNA,PERMANENT,101.75,90.12,11.63,88.57
2016-02-18 01:38:39,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:38:39,SYSAUX,PERMANENT,5.47,4.06,1.41,74.28
2016-02-18 01:38:39,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:38:39,UNDOTBS1,UNDO,13.1,1.59,11.51,12.15
2016-02-18 01:38:39,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:39:39,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:39:39,BDNA_TMP,TEMPORARY,13.39,13.38,4.16,99.95
2016-02-18 01:39:39,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:39:56,BDNA,PERMANENT,101.75,90.12,11.63,88.57
2016-02-18 01:39:56,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:39:56,SYSAUX,PERMANENT,5.47,4.06,1.41,74.28
2016-02-18 01:39:56,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:39:56,UNDOTBS1,UNDO,13.1,1.49,11.61,11.38
2016-02-18 01:39:56,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:40:55,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:40:55,BDNA_TMP,TEMPORARY,13.39,13.38,4.16,99.95
2016-02-18 01:40:55,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:41:11,BDNA,PERMANENT,101.75,90.12,11.63,88.57
2016-02-18 01:41:11,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:41:11,SYSAUX,PERMANENT,5.47,4.06,1.41,74.28
2016-02-18 01:41:11,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:41:11,UNDOTBS1,UNDO,13.1,1.65,11.45,12.57
2016-02-18 01:41:11,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:42:10,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:42:10,BDNA_TMP,TEMPORARY,13.39,13.38,4.16,99.95
2016-02-18 01:42:10,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:42:26,BDNA,PERMANENT,101.75,90.12,11.63,88.57
2016-02-18 01:42:26,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:42:26,SYSAUX,PERMANENT,5.47,4.06,1.41,74.28
2016-02-18 01:42:26,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:42:26,UNDOTBS1,UNDO,13.1,1.81,11.29,13.82
2016-02-18 01:42:26,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:43:26,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:43:26,BDNA_TMP,TEMPORARY,13.39,13.38,4.16,99.95
2016-02-18 01:43:26,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:43:41,BDNA,PERMANENT,101.75,90.12,11.63,88.57
2016-02-18 01:43:41,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:43:41,SYSAUX,PERMANENT,5.47,4.06,1.41,74.29
2016-02-18 01:43:41,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:43:41,UNDOTBS1,UNDO,13.1,1.95,11.15,14.9
2016-02-18 01:43:41,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:44:41,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:44:41,BDNA_TMP,TEMPORARY,13.39,13.38,4.16,99.95
2016-02-18 01:44:41,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:44:57,BDNA,PERMANENT,101.75,90.12,11.63,88.57
2016-02-18 01:44:57,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:44:57,SYSAUX,PERMANENT,5.47,4.06,1.41,74.29
2016-02-18 01:44:57,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:44:57,UNDOTBS1,UNDO,13.1,2.1,11,16.03
2016-02-18 01:44:57,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:45:57,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:45:57,BDNA_TMP,TEMPORARY,13.39,13.38,4.16,99.95
2016-02-18 01:45:57,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:46:14,BDNA,PERMANENT,101.75,90.12,11.63,88.57
2016-02-18 01:46:14,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:46:14,SYSAUX,PERMANENT,5.47,4.06,1.41,74.29
2016-02-18 01:46:14,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:46:14,UNDOTBS1,UNDO,13.1,2.25,10.85,17.16
2016-02-18 01:46:14,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:47:13,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:47:13,BDNA_TMP,TEMPORARY,13.39,13.38,4.16,99.95
2016-02-18 01:47:13,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:47:31,BDNA,PERMANENT,101.75,90.12,11.63,88.57
2016-02-18 01:47:31,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:47:31,SYSAUX,PERMANENT,5.47,4.06,1.41,74.29
2016-02-18 01:47:31,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:47:31,UNDOTBS1,UNDO,13.1,2.47,10.63,18.83
2016-02-18 01:47:31,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:48:30,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:48:30,BDNA_TMP,TEMPORARY,13.39,13.38,4.16,99.95
2016-02-18 01:48:30,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:48:46,BDNA,PERMANENT,101.75,90.12,11.63,88.57
2016-02-18 01:48:46,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:48:46,SYSAUX,PERMANENT,5.47,4.06,1.41,74.29
2016-02-18 01:48:46,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:48:46,UNDOTBS1,UNDO,13.1,2.59,10.51,19.79
2016-02-18 01:48:46,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:49:45,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:49:45,BDNA_TMP,TEMPORARY,13.39,13.38,4.16,99.95
2016-02-18 01:49:45,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:50:01,BDNA,PERMANENT,101.75,90.12,11.63,88.57
2016-02-18 01:50:01,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:50:01,SYSAUX,PERMANENT,5.47,4.06,1.41,74.29
2016-02-18 01:50:01,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:50:01,UNDOTBS1,UNDO,13.1,2.72,10.38,20.74
2016-02-18 01:50:01,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:51:01,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:51:01,BDNA_TMP,TEMPORARY,13.39,13.38,4.16,99.95
2016-02-18 01:51:01,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:51:16,BDNA,PERMANENT,101.75,90.12,11.63,88.57
2016-02-18 01:51:16,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:51:16,SYSAUX,PERMANENT,5.47,4.06,1.41,74.29
2016-02-18 01:51:16,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:51:16,UNDOTBS1,UNDO,13.1,2.9,10.19,22.17
2016-02-18 01:51:16,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:52:16,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:52:16,BDNA_TMP,TEMPORARY,13.39,13.38,4.16,99.95
2016-02-18 01:52:16,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:52:32,BDNA,PERMANENT,101.75,90.12,11.63,88.57
2016-02-18 01:52:32,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:52:32,SYSAUX,PERMANENT,5.47,4.06,1.41,74.29
2016-02-18 01:52:32,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-18 01:52:32,UNDOTBS1,UNDO,13.1,3.03,10.07,23.13
2016-02-18 01:52:32,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-18 01:53:31,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-18 01:53:31,BDNA_TMP,TEMPORARY,13.39,13.38,13.39,99.95
2016-02-18 01:53:31,TEMP,TEMPORARY,7.19,.2,7.18,2.77
2016-02-18 01:54:44,BDNA,PERMANENT,101.75,89.68,12.07,88.14
2016-02-18 01:54:44,BDNA_PUBLISH,PERMANENT,11.61,9.78,1.83,84.2
2016-02-18 01:54:44,SYSAUX,PERMANENT,5.47,4.06,1.41,74.29
