Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:17:41,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:17:41,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:17:41,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:17:41,UNDOTBS1,UNDO,6.1,.8,5.3,13.07
2016-02-12 11:17:41,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:18:41,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:18:41,BDNA_TMP,TEMPORARY,3.43,3.42,2.51,99.57
2016-02-12 11:18:41,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:19:23,BDNA,PERMANENT,24.31,21.68,2.62,89.2
2016-02-12 11:19:23,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:19:23,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:19:23,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:19:23,UNDOTBS1,UNDO,6.1,.8,5.3,13.07
2016-02-12 11:19:23,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:20:23,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:20:23,BDNA_TMP,TEMPORARY,3.43,3.42,3.42,99.57
2016-02-12 11:20:23,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:20:47,BDNA,PERMANENT,24.31,23.26,1.05,95.67
2016-02-12 11:20:47,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:20:47,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:20:47,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:20:47,UNDOTBS1,UNDO,6.1,.8,5.3,13.07
2016-02-12 11:20:47,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:21:47,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:21:47,BDNA_TMP,TEMPORARY,3.43,3.42,.4,99.57
2016-02-12 11:21:47,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:22:27,BDNA,PERMANENT,24.31,23.51,.8,96.73
2016-02-12 11:22:27,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:22:27,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:22:27,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:22:27,UNDOTBS1,UNDO,6.1,.8,5.3,13.07
2016-02-12 11:22:27,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:23:27,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:23:27,BDNA_TMP,TEMPORARY,8.45,8.44,.01,99.87
2016-02-12 11:23:27,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:24:18,BDNA,PERMANENT,27.82,27.32,.5,98.19
2016-02-12 11:24:18,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:24:18,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:24:18,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:24:18,UNDOTBS1,UNDO,6.1,.8,5.3,13.07
2016-02-12 11:24:18,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:25:18,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:25:18,BDNA_TMP,TEMPORARY,8.45,8.44,.01,99.87
2016-02-12 11:25:18,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:26:09,BDNA,PERMANENT,30.36,29.7,.67,97.8
2016-02-12 11:26:09,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:26:09,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:26:09,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:26:09,UNDOTBS1,UNDO,6.1,.8,5.3,13.07
2016-02-12 11:26:09,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:27:09,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:27:09,BDNA_TMP,TEMPORARY,8.45,8.44,.01,99.87
2016-02-12 11:27:09,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:27:58,BDNA,PERMANENT,33.2,32.21,.98,97.05
2016-02-12 11:27:58,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:27:58,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:27:58,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:27:58,UNDOTBS1,UNDO,6.1,.8,5.3,13.07
2016-02-12 11:27:58,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:28:58,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:28:58,BDNA_TMP,TEMPORARY,8.45,8.44,.01,99.87
2016-02-12 11:28:58,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:29:29,BDNA,PERMANENT,36.03,34.72,1.3,96.38
2016-02-12 11:29:29,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:29:29,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:29:29,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:29:29,UNDOTBS1,UNDO,6.1,.8,5.3,13.07
2016-02-12 11:29:29,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:30:29,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:30:29,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:30:29,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:31:17,BDNA,PERMANENT,36.03,23.38,12.65,64.89
2016-02-12 11:31:17,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:31:17,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:31:17,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:31:17,UNDOTBS1,UNDO,6.1,.8,5.3,13.07
2016-02-12 11:31:17,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:32:18,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:32:18,BDNA_TMP,TEMPORARY,8.45,8.44,7.69,99.87
2016-02-12 11:32:18,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:32:46,BDNA,PERMANENT,36.03,24.88,11.14,69.07
2016-02-12 11:32:46,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:32:46,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:32:46,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:32:46,UNDOTBS1,UNDO,6.1,.8,5.3,13.07
2016-02-12 11:32:46,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:33:46,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:33:46,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:33:46,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:34:09,BDNA,PERMANENT,36.03,25.81,10.22,71.63
2016-02-12 11:34:09,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:34:09,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:34:09,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:34:09,UNDOTBS1,UNDO,6.1,.8,5.3,13.07
2016-02-12 11:34:09,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:35:09,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:35:09,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:35:09,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:35:32,BDNA,PERMANENT,36.03,25.81,10.22,71.63
2016-02-12 11:35:32,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:35:32,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:35:32,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:35:32,UNDOTBS1,UNDO,6.1,.8,5.3,13.07
2016-02-12 11:35:32,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:36:32,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:36:32,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:36:32,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:37:08,BDNA,PERMANENT,36.03,25.81,10.22,71.63
2016-02-12 11:37:08,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:37:08,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:37:08,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:37:08,UNDOTBS1,UNDO,6.1,.8,5.3,13.07
2016-02-12 11:37:08,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:38:08,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:38:08,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:38:08,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:38:30,BDNA,PERMANENT,36.03,26.37,9.66,73.2
2016-02-12 11:38:30,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:38:30,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:38:30,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:38:30,UNDOTBS1,UNDO,6.1,.8,5.3,13.07
2016-02-12 11:38:30,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:39:29,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:39:29,BDNA_TMP,TEMPORARY,8.45,8.44,8.16,99.87
2016-02-12 11:39:29,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:39:55,BDNA,PERMANENT,36.03,26.56,9.47,73.71
2016-02-12 11:39:55,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:39:55,SYSAUX,PERMANENT,5.47,4.15,1.32,75.94
2016-02-12 11:39:55,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:39:55,UNDOTBS1,UNDO,6.1,.52,5.57,8.6
2016-02-12 11:39:55,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:40:55,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:40:55,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:40:55,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:41:23,BDNA,PERMANENT,36.03,26.71,9.31,74.14
2016-02-12 11:41:23,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:41:23,SYSAUX,PERMANENT,5.47,4.15,1.31,75.97
2016-02-12 11:41:23,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:41:23,UNDOTBS1,UNDO,6.1,.43,5.67,7.02
2016-02-12 11:41:23,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:42:22,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:42:22,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:42:22,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:42:50,BDNA,PERMANENT,36.03,26.82,9.2,74.46
2016-02-12 11:42:50,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:42:50,SYSAUX,PERMANENT,5.47,4.15,1.31,75.97
2016-02-12 11:42:50,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:42:50,UNDOTBS1,UNDO,6.1,.43,5.67,7.03
2016-02-12 11:42:50,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:43:50,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:43:50,BDNA_TMP,TEMPORARY,8.45,8.44,8.38,99.87
2016-02-12 11:43:50,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:44:19,BDNA,PERMANENT,36.03,26.68,9.34,74.06
2016-02-12 11:44:19,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:44:19,SYSAUX,PERMANENT,5.47,4.15,1.31,75.97
2016-02-12 11:44:19,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:44:19,UNDOTBS1,UNDO,6.1,.48,5.61,7.95
2016-02-12 11:44:19,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:45:19,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:45:19,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:45:19,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:45:56,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 11:45:56,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:45:56,SYSAUX,PERMANENT,5.47,4.15,1.31,75.97
2016-02-12 11:45:56,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:45:56,UNDOTBS1,UNDO,6.1,.6,5.5,9.85
2016-02-12 11:45:56,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:46:56,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:46:56,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:46:56,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:47:28,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 11:47:28,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:47:28,SYSAUX,PERMANENT,5.47,4.15,1.31,75.97
2016-02-12 11:47:28,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:47:28,UNDOTBS1,UNDO,6.1,.6,5.5,9.85
2016-02-12 11:47:28,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:48:28,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:48:28,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:48:28,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:49:03,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 11:49:03,BDNA_PUBLISH,PERMANENT,11.61,10.52,1.09,90.58
2016-02-12 11:49:03,SYSAUX,PERMANENT,5.47,4.15,1.31,75.97
2016-02-12 11:49:03,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:49:03,UNDOTBS1,UNDO,6.1,.6,5.5,9.85
2016-02-12 11:49:03,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:50:02,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,1.02,98.38
2016-02-12 11:50:02,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:50:02,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:50:35,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 11:50:35,BDNA_PUBLISH,PERMANENT,11.61,10.62,.99,91.46
2016-02-12 11:50:35,SYSAUX,PERMANENT,5.47,4.15,1.31,75.97
2016-02-12 11:50:35,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:50:35,UNDOTBS1,UNDO,6.1,.59,5.51,9.68
2016-02-12 11:50:35,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:51:36,BDNA_PUBLISH_TMP,TEMPORARY,1.03,1.01,.09,98.38
2016-02-12 11:51:36,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:51:36,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:52:27,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 11:52:27,BDNA_PUBLISH,PERMANENT,12.2,11.69,.51,95.82
2016-02-12 11:52:27,SYSAUX,PERMANENT,5.47,4.16,1.31,76.08
2016-02-12 11:52:27,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:52:27,UNDOTBS1,UNDO,6.1,.62,5.48,10.19
2016-02-12 11:52:27,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:53:32,BDNA_PUBLISH_TMP,TEMPORARY,1.09,1.07,.81,98.65
2016-02-12 11:53:32,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:53:32,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:54:31,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 11:54:31,BDNA_PUBLISH,PERMANENT,13.76,13.73,.03,99.79
2016-02-12 11:54:31,SYSAUX,PERMANENT,5.47,4.16,1.31,76.13
2016-02-12 11:54:31,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:54:31,UNDOTBS1,UNDO,6.1,.64,5.45,10.56
2016-02-12 11:54:31,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:55:32,BDNA_PUBLISH_TMP,TEMPORARY,1.09,1.07,1.08,98.65
2016-02-12 11:55:32,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:55:32,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:56:06,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 11:56:07,BDNA_PUBLISH,PERMANENT,14.45,14.1,.35,97.61
2016-02-12 11:56:07,SYSAUX,PERMANENT,5.47,4.17,1.3,76.24
2016-02-12 11:56:07,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:56:07,UNDOTBS1,UNDO,6.1,.59,5.51,9.66
2016-02-12 11:56:07,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:57:07,BDNA_PUBLISH_TMP,TEMPORARY,1.46,1.45,.01,99.33
2016-02-12 11:57:07,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:57:07,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 11:58:10,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 11:58:10,BDNA_PUBLISH,PERMANENT,14.45,14.1,.35,97.61
2016-02-12 11:58:10,SYSAUX,PERMANENT,5.47,4.17,1.3,76.24
2016-02-12 11:58:10,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 11:58:10,UNDOTBS1,UNDO,6.1,.59,5.51,9.66
2016-02-12 11:58:10,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 11:59:10,BDNA_PUBLISH_TMP,TEMPORARY,4.62,4.62,0,99.89
2016-02-12 11:59:10,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 11:59:10,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 12:00:14,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 12:00:14,BDNA_PUBLISH,PERMANENT,15.81,15.37,.44,97.22
2016-02-12 12:00:14,SYSAUX,PERMANENT,5.47,4.17,1.3,76.27
2016-02-12 12:00:14,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 12:00:14,UNDOTBS1,UNDO,6.1,.64,5.46,10.51
2016-02-12 12:00:14,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 12:01:14,BDNA_PUBLISH_TMP,TEMPORARY,8.14,8.13,0,99.94
2016-02-12 12:01:14,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 12:01:14,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 12:02:20,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 12:02:20,BDNA_PUBLISH,PERMANENT,19.91,19.17,.75,96.24
2016-02-12 12:02:20,SYSAUX,PERMANENT,5.47,4.17,1.3,76.3
2016-02-12 12:02:20,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 12:02:20,UNDOTBS1,UNDO,6.1,.64,5.46,10.51
2016-02-12 12:02:20,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 12:03:21,BDNA_PUBLISH_TMP,TEMPORARY,8.14,8.13,0,99.94
2016-02-12 12:03:21,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 12:03:21,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 12:04:11,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 12:04:11,BDNA_PUBLISH,PERMANENT,25.09,23.97,1.12,95.54
2016-02-12 12:04:11,SYSAUX,PERMANENT,5.47,4.17,1.3,76.3
2016-02-12 12:04:11,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 12:04:11,UNDOTBS1,UNDO,6.1,.64,5.46,10.51
2016-02-12 12:04:11,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 12:05:11,BDNA_PUBLISH_TMP,TEMPORARY,8.14,8.13,8.13,99.94
2016-02-12 12:05:11,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 12:05:11,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 12:05:49,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 12:05:49,BDNA_PUBLISH,PERMANENT,25.29,24.69,.59,97.66
2016-02-12 12:05:49,SYSAUX,PERMANENT,5.47,4.17,1.3,76.26
2016-02-12 12:05:49,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 12:05:49,UNDOTBS1,UNDO,6.1,.64,5.46,10.51
2016-02-12 12:05:49,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 12:06:50,BDNA_PUBLISH_TMP,TEMPORARY,8.14,8.13,8.13,99.94
2016-02-12 12:06:50,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 12:06:50,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 12:07:22,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 12:07:22,BDNA_PUBLISH,PERMANENT,25.29,24.74,.54,97.86
2016-02-12 12:07:22,SYSAUX,PERMANENT,5.47,4.18,1.29,76.37
2016-02-12 12:07:22,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 12:07:22,UNDOTBS1,UNDO,6.1,.61,5.48,10.08
2016-02-12 12:07:22,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 12:08:22,BDNA_PUBLISH_TMP,TEMPORARY,8.14,8.13,8.13,99.94
2016-02-12 12:08:22,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 12:08:22,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 12:08:46,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 12:08:46,BDNA_PUBLISH,PERMANENT,25.29,24.75,.53,97.9
2016-02-12 12:08:46,SYSAUX,PERMANENT,5.47,4.18,1.29,76.37
2016-02-12 12:08:46,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 12:08:46,UNDOTBS1,UNDO,6.1,.61,5.48,10.08
2016-02-12 12:08:46,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 12:09:46,BDNA_PUBLISH_TMP,TEMPORARY,8.14,8.13,8.13,99.94
2016-02-12 12:09:46,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 12:09:46,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 12:10:09,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 12:10:09,BDNA_PUBLISH,PERMANENT,26.07,24.77,1.3,95.01
2016-02-12 12:10:09,SYSAUX,PERMANENT,5.47,4.18,1.29,76.37
2016-02-12 12:10:09,SYSTEM,PERMANENT,.95,.85,.1,89.69
2016-02-12 12:10:09,UNDOTBS1,UNDO,6.1,.61,5.48,10.08
2016-02-12 12:10:09,USERS,PERMANENT,0,0,0,33.75
Current Time,Tablespace Name,Tablespace Type,Size,Used Space,Free Space,Used %
2016-02-12 12:11:09,BDNA_PUBLISH_TMP,TEMPORARY,8.14,8.13,8.13,99.94
2016-02-12 12:11:09,BDNA_TMP,TEMPORARY,8.45,8.44,8.44,99.87
2016-02-12 12:11:09,TEMP,TEMPORARY,.19,.19,.19,100
2016-02-12 12:11:33,BDNA,PERMANENT,36.03,26.66,9.37,74
2016-02-12 12:11:33,BDNA_PUBLISH,PERMANENT,26.07,24.77,1.3,95.01
2016-02-12 12:11:33,SYSAUX,PERMANENT,5.47,4.18,1.29,76.37
